prompt,completion
Do the two product descriptions refer to the same real-world product? Entity 1: 'Traveler's Zip Pocket - Regular Size Refills'. Entity 2: 'Traveler's : Accessories - 008 / zipper pocket'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Traveler's zipper pocket - '. Entity 2: 'Traveler's Refills: Accessories - 008 / Zip Pocket Regular Size'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Traveler's zipper pocket - Regular Size Refills'. Entity 2: 'Traveler's : Accessories - 008 / Zip Pocket'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Traveler's zipper pocket - Regular Size Refills'. Entity 2: 'Traveler's : Accessories - 008 / Zip Pocket'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Jabra Evolve 20 Special Edition Mono MS'. Entity 2: 'Evolve 20 SE Special Edition UC monaural USB'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Jabra Evolve 20 SE Special Edition UC Mono'. Entity 2: 'Evolve 20 Special Edition monaural USB MS'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: ' Evolve 20 SE Special Edition UC Mono'. Entity 2: 'Evolve 20 Special Edition monaural USB MS Jabra'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson Cartuccia 79xl Magenta Originale per WF4630/5110/5690 EP53600'. Entity 2: 'Epson WF-5620 WF-5690 WF-4630 Magenta 79xl Originale C13T79034010'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano Ultegra Chain HG701 - 116L - with Quick Link'. Entity 2: 'Shimano HG701 Ultegra R8000 XT M8000 11 Speed Chain with split'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano Ultegra Chain HG701 - 116L - with split 11 Speed'. Entity 2: 'Shimano HG701 Ultegra R8000 XT M8000  Chain with Quick Link'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano Ultegra Chain HG701 -  - with split'. Entity 2: 'Shimano Ultegra HG701 R8000 XT M8000 11 Speed Chain with Quick Link 116L'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano Ultegra Chain HG701 - 116L - with Quick Link 11 Speed'. Entity 2: 'Shimano HG701 Ultegra R8000 XT M8000  Chain with split'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano Ultegra Chain HG701 -  - with Quick Link'. Entity 2: 'Shimano Ultegra HG701 R8000 XT M8000 11 Speed Chain with split 116L'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano Ultegra Chain HG701 - 116L - with split 11 Speed R8000 XT M8000'. Entity 2: 'Shimano Ultegra HG701   Chain with Quick Link'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano Ultegra Chain HG701 -  - with split 11 Speed R8000 XT M8000'. Entity 2: 'Shimano HG701 Ultegra   Chain with Quick Link 116L'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano Ultegra Chain HG701 -  - with Quick Link R8000 XT M8000'. Entity 2: 'Shimano Ultegra HG701  11 Speed Chain with split 116L'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'SMSH11 SPD-SL-CLEAT-SET YELLOW'. Entity 2: 'SPDSL CLEAT SET FLOATING MODE-SM-SH11-(YELLOW)-[6DEGREE]'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 860 PRO 2.5\"" 1TB Serial ATA III 3D MLC'. Entity 2: 'Samsung 860 PRO 1000 GB SSD 2-bit MLC V-NAND SATA III 6Gb/s 2.5 Internal Solid State Drive'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 860 PRO 2.5\"" 1000 GB Serial ATA III 2-bit MLC V-NAND'. Entity 2: 'Samsung 860 PRO 1TB SSD 3D MLC SATA III 6Gb/s 2.5 Internal Solid State Drive'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 860 PRO 2.5\"" 1TB Serial ATA III 3D MLC'. Entity 2: 'Samsung 860 PRO 1000 GB SSD 2-bit MLC V-NAND SATA III 6Gb/s 2.5"" Internal Solid State Drive'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 860 PRO 2.5\"" 1000 GB SATA III 3D MLC 6Gb/s'. Entity 2: 'Samsung 860 PRO 1TB SSD 2-bit MLC V-NAND Serial ATA III  2.5 Internal Solid State Drive'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 860 PRO 2.5\"" 1000 GB Serial ATA III 2-bit MLC V-NAND 6Gb/s'. Entity 2: 'Samsung 860 PRO 1TB SSD 3D MLC SATA III  2.5 Internal Solid State Drive'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 860 PRO 2.5\"" 1TB SATA III 3D MLC'. Entity 2: 'Samsung 860 PRO 1000 GB SSD 2-bit MLC V-NAND Serial ATA III 6Gb/s 2.5"" Internal Solid State Drive'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 860 PRO 2.5\"" 1000 GB SATA III 2-bit MLC V-NAND'. Entity 2: 'Samsung 860 PRO 1TB SSD 3D MLC Serial ATA III 6Gb/s 2.5"" Internal Solid State Drive'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 860 PRO 2.5\"" 1TB SATA III 3D MLC 6Gb/s'. Entity 2: 'Samsung 860 PRO 1000 GB SSD 2-bit MLC V-NAND Serial ATA III  2.5 Internal Solid State Drive'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 860 PRO 2.5\"" 1TB SATA III 3D MLC 6Gb/s'. Entity 2: 'Samsung 860 PRO 1000 GB SSD 2-bit MLC V-NAND Serial ATA III  2.5"" Internal Solid State Drive'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 860 PRO 2.5\"" 1TB SATA III 2-bit MLC V-NAND 6Gb/s'. Entity 2: 'Samsung 860 PRO 1000 GB SSD 3D MLC Serial ATA III  2.5"" Internal Solid State Drive'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Basilisk V2 Wired Ergonomic Gaming Mouse'. Entity 2: 'Razer Basilisk V2 Ergonomic Gaming Mouse, 11 Programmable Buttons | RZ01-03160100-R3M1'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Basilisk V2 Ergonomic Gaming Mouse RZ01-03160100-R3M1 Razer'. Entity 2: ' Basilisk V2 Wired Ergonomic Gaming Mouse, 11 Programmable Buttons | '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Basilisk V2 Ergonomic Gaming Mouse RZ01-03160100-R3M1 11 Programmable Buttons'. Entity 2: 'Razer Basilisk V2 Wired Ergonomic Gaming Mouse,  | '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Basilisk V2 Ergonomic Gaming Mouse RZ01-03160100-R3M1 11 Programmable Buttons Razer'. Entity 2: ' Basilisk V2 Wired Ergonomic Gaming Mouse,  | '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Seagate IronWolf PRO 16TB NAS Professional SATA 6Gb/s'. Entity 2: '16TB IronWolf Pro ST16000NE000, 7200 RPM, , 256MB cache, 3.5-Inch HDD'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: ' IronWolf PRO 16TB NAS Professional ST16000NE000'. Entity 2: '16TB IronWolf Pro , 7200 RPM, SATA 6Gb/s, 256MB cache, 3.5-Inch HDD Seagate'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Seagate IronWolf PRO 16TB NAS Professional ST16000NE000 256MB'. Entity 2: '16TB IronWolf Pro , 7200 RPM, SATA 6Gb/s,  cache, 3.5-Inch HDD'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Seagate IronWolf PRO 16TB NAS Professional SATA 6Gb/s 3.5-Inch'. Entity 2: '16TB IronWolf Pro ST16000NE000, 7200 RPM, , 256MB cache,  HDD'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: ' IronWolf PRO 16TB NAS Professional SATA 6Gb/s 3.5-Inch'. Entity 2: '16TB IronWolf Pro ST16000NE000, 7200 RPM, , 256MB cache,  HDD Seagate'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Seagate IronWolf PRO 16TB NAS Professional 7200 RPM SATA 6Gb/s 3.5-Inch'. Entity 2: '16TB IronWolf Pro ST16000NE000, , , 256MB cache,  HDD'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: ' IronWolf PRO 16TB NAS Professional 7200 RPM ST16000NE000 SATA 6Gb/s'. Entity 2: '16TB IronWolf Pro , , , 256MB cache, 3.5-Inch HDD Seagate'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: ' IronWolf PRO 16TB NAS Professional 7200 RPM ST16000NE000 3.5-Inch'. Entity 2: '16TB IronWolf Pro , , SATA 6Gb/s, 256MB cache,  HDD Seagate'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: ' IronWolf PRO 16TB NAS Professional ST16000NE000 3.5-Inch 256MB'. Entity 2: '16TB IronWolf Pro , 7200 RPM, SATA 6Gb/s,  cache,  HDD Seagate'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Seagate IronWolf PRO 16TB NAS Professional ST16000NE000 SATA 6Gb/s 256MB 3.5-Inch'. Entity 2: '16TB IronWolf Pro , 7200 RPM, ,  cache,  HDD'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Seagate IronWolf PRO 16TB NAS Professional 7200 RPM SATA 6Gb/s 3.5-Inch 256MB'. Entity 2: '16TB IronWolf Pro ST16000NE000, , ,  cache,  HDD'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Seagate IronWolf PRO 16TB NAS Professional ST16000NE000 3.5-Inch 256MB 7200 RPM SATA 6Gb/s'. Entity 2: '16TB IronWolf Pro , , ,  cache,  HDD'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Evans - EMAD Clear Bass Drum Head, 20\""'. Entity 2: 'Evans 20” Clear EMAD Bass Batter'.",Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'DS-7216HQHI-K1 Hikvision  TurboHD DVR'. Entity 2: 'TURBO HD DVRDS-7216HQHI-K1 1080P 16 cs.'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial 500GB MX500 M.2 2280 SATA 6Gb/s SSD'. Entity 2: 'Crucial MX500 M.2 2880 500GB Internal SSD 560MB/s CT500MX500SSD4 | PCByte'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial 500GB MX500 M.2 2280  SSD CT500MX500SSD4'. Entity 2: 'Crucial MX500 M.2 2880 500GB Internal SSD 560MB/s  | PCByte SATA 6Gb/s'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial 500GB MX500 M.2 2880  SSD CT500MX500SSD4 560MB/s'. Entity 2: 'Crucial MX500 M.2 2280 500GB Internal SSD   | PCByte SATA 6Gb/s'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Fujifilm Instax Mini Film (Monochrome 10 Exposures)'. Entity 2: 'Fujifilm INSTAX Mini Monochrome Instant Film (10's)'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 970 Evo 500GB NVMe PCIe M.2 High Speed Solid State Drive with V-Nand MZ-V7E500BW'. Entity 2: 'Samsung 970 EVO 500GB - NVME M.2 2280 SSD | '.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 970 Evo 500GB NVMe PCIe M.2 High Speed Solid State Drive with '. Entity 2: 'Samsung 970 EVO 500GB - NVME M.2 2280 SSD | MZ-V7E500BW V-Nand'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 970 Evo 500GB NVME M.2 High Speed Solid State Drive with V-Nand 2280 MZ-V7E500BW'. Entity 2: 'Samsung 970 EVO 500GB - NVMe PCIe M.2  SSD | '.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 970 Evo 500GB NVME M.2 High Speed Solid State Drive with  2280'. Entity 2: 'Samsung 970 EVO 500GB - NVMe PCIe M.2  SSD | MZ-V7E500BW V-Nand'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 970 Evo 500GB NVME M.2 High Speed Solid State Drive with  MZ-V7E500BW'. Entity 2: 'Samsung 970 EVO 500GB - NVMe PCIe M.2 2280 SSD |  V-Nand'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'OKI 44992402 Style  Compatible Toner'. Entity 2: 'Originln toner OKI 44992402 (ern) Black'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cartus toner Epson Discproducer, magenta'. Entity 2: 'EPSON Magenta ink cartridge Discproducer PP-100AP'.",Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston Technology DataTraveler microDuo 3C 128GB USB flash drive USB Type-A / USB Type-C 3.0 (3.1 Gen 1) Silver'. Entity 2: 'Kingston DataTraveler microDuo 128GB USB 3.0 (3.1 Gen 1)'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston Technology DataTraveler microDuo 3C 128GB USB flash drive USB Type-A / USB Type-C 3.0 (3.1 Gen 1) '. Entity 2: 'Kingston DataTraveler microDuo 128GB USB 3.0 Silver'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston DataTraveler microDuo 3C 128GB USB flash drive  3.0 (3.1 Gen 1) Silver'. Entity 2: 'Kingston Technology DataTraveler microDuo 128GB USB 3.0 USB Type-A / USB Type-C'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston Technology DataTraveler microDuo 3C 128GB USB flash drive  3.0 (3.1 Gen 1) Silver'. Entity 2: 'Kingston DataTraveler microDuo 128GB USB 3.0 (3.1 Gen 1) USB Type-A / USB Type-C'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston DataTraveler microDuo 128GB USB flash drive USB Type-A / USB Type-C 3.0 (3.1 Gen 1) '. Entity 2: 'Kingston Technology DataTraveler microDuo 3C 128GB USB 3.0 Silver'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston DataTraveler microDuo 3C 128GB USB flash drive USB Type-A / USB Type-C 3.0 (3.1 Gen 1) '. Entity 2: 'Kingston Technology DataTraveler microDuo 128GB USB 3.0 (3.1 Gen 1) Silver'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston Technology DataTraveler microDuo 128GB USB flash drive  3.0 (3.1 Gen 1) Silver'. Entity 2: 'Kingston DataTraveler microDuo 3C 128GB USB 3.0 (3.1 Gen 1) USB Type-A / USB Type-C'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston Technology DataTraveler microDuo 128GB USB flash drive USB Type-A / USB Type-C 3.0 (3.1 Gen 1) '. Entity 2: 'Kingston DataTraveler microDuo 3C 128GB USB 3.0 (3.1 Gen 1) Silver'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston Technology DataTraveler microDuo 128GB USB flash drive  3.0 (3.1 Gen 1) '. Entity 2: 'Kingston DataTraveler microDuo 3C 128GB USB 3.0 USB Type-A / USB Type-C Silver'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston Technology DataTraveler microDuo 3C 128GB USB flash drive  3.0 (3.1 Gen 1) '. Entity 2: 'Kingston DataTraveler microDuo 128GB USB 3.0 (3.1 Gen 1) USB Type-A / USB Type-C Silver'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston DataTraveler microDuo 128GB USB flash drive USB Type-A / USB Type-C 3.0 (3.1 Gen 1) '. Entity 2: 'Kingston Technology DataTraveler microDuo 3C 128GB USB 3.0 (3.1 Gen 1) Silver'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston DataTraveler microDuo 3C 128GB USB flash drive  3.0 (3.1 Gen 1) '. Entity 2: 'Kingston Technology DataTraveler microDuo 128GB USB 3.0 (3.1 Gen 1) USB Type-A / USB Type-C Silver'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston Technology DataTraveler microDuo 128GB USB flash drive  3.0 (3.1 Gen 1) '. Entity 2: 'Kingston DataTraveler microDuo 3C 128GB USB 3.0 (3.1 Gen 1) USB Type-A / USB Type-C Silver'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'SRAM Road Disc Brake Pads Organic Compound'. Entity 2: 'Sram/Avid Disc Brake Pad Set - Road/Level (Organic/Steel Back)'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'SRAM Disc Brake Pad Set Organic Compound Steel Back'. Entity 2: 'Sram/Avid Road Disc Brake Pads - Road/Level (Organic/)'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sram/Avid Disc Brake Pad Set Organic Compound Steel Back'. Entity 2: 'SRAM Road Disc Brake Pads - Road/Level (Organic/)'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sram/Avid Disc Brake Pad Set Organic Compound Road/Level'. Entity 2: 'SRAM Road Disc Brake Pads -  (Organic/Steel Back)'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'SRAM Road Disc Brake Pads Organic Compound Steel Back'. Entity 2: 'Sram/Avid Disc Brake Pad Set - Road/Level (Organic/)'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sram/Avid Road Disc Brake Pads Organic'. Entity 2: 'SRAM Disc Brake Pad Set - Road/Level (Organic Compound/Steel Back)'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sram/Avid Road Disc Brake Pads Organic Compound Steel Back'. Entity 2: 'SRAM Disc Brake Pad Set - Road/Level (Organic/)'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sram/Avid Road Disc Brake Pads Organic Compound Road/Level'. Entity 2: 'SRAM Disc Brake Pad Set -  (Organic/Steel Back)'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'SRAM Road Disc Brake Pads Organic Road/Level'. Entity 2: 'Sram/Avid Disc Brake Pad Set -  (Organic Compound/Steel Back)'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sram/Avid Road Disc Brake Pads Organic Road/Level'. Entity 2: 'SRAM Disc Brake Pad Set -  (Organic Compound/Steel Back)'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'SRAM Road Disc Brake Pads Organic Road/Level Steel Back'. Entity 2: 'Sram/Avid Disc Brake Pad Set -  (Organic Compound/)'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Ram Mount 2\"" Double Socket Arm for 1\"" Balls'. Entity 2: 'RAM Double Socket Clamp Arm SHORT 1"" Balls'.",Yes
